,keluhan,bagian,id,keluhan_length,clean_keluhan
653,Tidak bisa input TAK/ gagal terus,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,33,input gagal
654,"assalamualaikum pak/bu, saya ingin menanyakan tentang TAK. Kenapa TAK yang saya sudah inputkan tidak diproses ? bahkan ada yang masuk ke TAK Usang. Mohon penejelasannya pak/bu.
Terimakasih, Wassalamualaikum ;",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,208,pakbu inputkan proses masuk usang penejelasannya pakbu
655,kenapa tiap saya input TAK tidak selalu diproses? dan selalu masuk ke TAK usang,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,79,input proses masuk usang
656,"input tanggal kegiatan acara melalui igracias pada dashboard Input TAK sangat tidak fleksibel, kami harus mengklik satu persatu untuk menuju pada tahun bulan dan tanggal terkait. bayangkan jika kegiatannya 3 tahun yang lalu ?
sangat disayangkan jika harus seperti ini. coba bisa di sesuaikan seperti pemilihan tanggal di aplikasi pemesanan tiket, pasti akan sangat menhemat waktu. dan kami tidak harus malas untuk mengupload sertifikat. karena jujur saja, hal ini yang menjadi alasan saya untuk malas mengupload sertifikat, karena igracias sendiri kurang membantu. ;
terima kasih, semoga kritik ini dapat membangun dan memudahkan mahasiswa yang lain",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,649,input tanggal giat acara igracias dashboard input fleksibel klik tuju tanggal kait bayang giat sayang coba sesuai pilih tanggal aplikasi mesan tiket menhemat malas mengupload sertifikat jujur alas malas mengupload sertifikat igracias bantu moga kritik bangun mudah mahasiswa
657,"Assalamuallaikum, Selamat sore. Saya mau bertanya mengenai cara menginput TAK melalui Igracias, karena saya sudah mencoba menginput namun tidak bisa di submit. Terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,171,assalamuallaikum kena menginput igracias coba menginput submit
658,sertifikat PKKMB hilang apakah bisa input TAK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,45,sertifikat pkkmb hilang input
659,"Saya Intan Widya Rahayu dengan NIM 1103134373 alumni lulusan maret 2018, kenapa tidak bisa melihat jumlah TAK/menu SKPI ya ? Saya butuh untuk apply pekerjaan di PT. Telkom via Campus Recruitment. Tolong menu-menu yang menampilkan informasi selama perkuliahan jangan dihapuskan meskipun sudah alumni.
terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,311,intan widya rahayu nim alumni lulus maret lihat takmenu skpi ya butuh apply kerja pt telkom via campus recruitment menumenu tampil informasi kuliah hapus alumni
660,"Selamat siang, saya Sulthan MG 1102140055. Saya mau menanyakan perihal mengubah deskripsi TAK agar bisa diinput di SKPI. Saya tidak bisa mengubah info TAK, padahal saya butuh untuk mengubah status SKPI saya. Apakah ada solusi? Terima kasih ",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,240,sulthan mg perihal ubah deskripsi diinput skpi ubah info butuh ubah status skpi solusi
661,"Assalamualaikum wr wb ;saya ada permasalahan dalam TAK
Saya sudah input TAK Ulang . akan tetapi TAKnya Pending ; dan tidak masuk Daftar ; Master TAK ,
Tolong di reset SKPInya supaya saya bisa input ulang., ;
Tolong Secepatnya ;
Terima Kasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,241,input ulang pending masuk daftar master reset skpinya input ulang cepat
662,"Assalamualaikum wr wb ;saya ada permasalahan dalam TAK
Saya sudah input TAK Ulang . akan tetapi TAKnya Pending ; dan tidak masuk Daftar ; Master TAK ,
Tolong di reset SKPInya supaya saya bisa input ulang., ;
Tolong Secepatnya ;
Terima Kasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,241,input ulang pending masuk daftar master reset skpinya input ulang cepat
663,"selamat siang, mohon maaf di igracias bagian TAK ada TAK saya yang usang, saya mau nanya, masalahnya apa ya?",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,108,igracias usang ya
664,"saya mau bertanya, kemaren saya melakukan input TAK dan sudah diproses, tapi beberapa hari kedepan TAKnya hilang",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,112,kemaren laku input proses hilang
665,masukan untuk proses pengimputan TAK mohon untuk lebih dipermudah,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,65,masuk proses kimput mudah
666,masukan untuk proses pengimputan TAK mohon untuk lebih dipermudah,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,65,masuk proses kimput mudah
667,masukan untuk proses pengimputan TAK mohon untuk lebih dipermudah,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,65,masuk proses kimput mudah
668,bagaiamana caranya untuk mengecek TAK bagi alumni..?,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,52,bagaiamana ecek alumni
669,Untuk TAK pilar kepemimpinan saya ada tp pas mau SKPI pilar kepemimpinan tidak muncul,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,85,pilar pimpin pas skpi pilar pimpin muncul
670,"Dear BAA Telkom University,
Saya sebagai salah satu Alumni TelU. Apa saya bisa melihat data TAK saya? Karena saya membutuhkan data tersebut. Mohon bantuan dan tanggapannya. Terima Kasih.
Regards,
Radian",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,202,baa telkom university salah alumni lihat data butuh data bantu tanggap radian
671,assalamualaikum bpk/ibu. saya mau complaint pak/bu. kenapa TAK saya berubah tanpa sepengetahuan saya ya. awalnya saya sudah memiliki TAK 86point . tapi sekarang berubah menjadi 24point saja :( itu kenapa ya pak/bu? mohon penjelasan dan solusinya agar segera ditangani. terimakasih,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,280,bpkibu complaint pakbu ubah ya milik point ubah point ya pakbu solusi tangan
672,mohon loket antri TAK itu lebih di perbanyak agar tidak ada penumpukan antrian. ,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,80,loket antri tumpu antri
673,"Sejauh ini yg saya rasakan, tidak mengalami kendala apaapun. tapi pelayanan TAK mohon untuk ditingkatkan",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,104,alami kendala apaapun layan tingkat
674,"Saya pernah bikin daftar tak. Setelah status di igracias Y, beberapa hari kemudian status kembali jadi N",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,104,bikin daftar status igracias y status n
675,"tidak ada keluhan kepada sistem, permasalahannya dalam TAK terkadang staff yang berjaganya jutek",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,96,keluh sistem terkadang staff jaga jutek
676,"Assalammualaikum. Kegiatan mahasiswa sudah cukup, pengelola TAK sudah cukup namun saran buat ketika mau nyetor TAK nya di telkom jangan sampai mengantri dan kalau bisa lebih di perjelas lagi sistem penginputan di igraciasnya. Karena saya pernah sudah input tapi ketika mau nyetor ke telkom inputan saya hilang dan harus input ulang. Terimakasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,345,assalammualaikum giat mahasiswa kelola saran nyetor nya telkom antri sistem penginputan igraciasnya input nyetor telkom inputan hilang input ulang
677,"Permasalahan yaitu lamanya di proses dalam acc TAK. jadi akan susah, apalagi disituasi yg skng tidak bisa tatap muka langsung. sarannya agar cepat diurus krna mahasiswa sangat butuh untuk persyaratan sidang ataupun pengambilan ijasah nantinya. ",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,244,proses acc susah situasi skng tatap muka langsung saran cepat urus krna mahasiswa butuh syarat sidang ambil ijasah
678,seharusnya input TAK tidak perlu untuk ke BK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,44,input bk
679,Saran saya tolong di buatkan nomor antrian dan ada panggilan digital untuk mengantre TAK agar lebih efisien,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,107,saran nomor antri panggil digital antre efisien
680,"Assalamualaikum wr wb;saya ada permasalahan dalam TAK terutama pada pemberian point disetiap masing"" divisi
contoh : Tak Roadhshow, TO, Edufair
poinnya sama (ketua, inti, anggota) masing"" 5 
mestinya ada perbedaan dalam pemberian poin tersebut
terima kasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,257,wbsaya utama point divisi contoh roadhshow edufair poin ketua inti anggota mesti beda poin
681,"Semakin kesini untuk penginputan TAK, semakin ribet, terutama untuk penginputan TAK organisasi, yg sudah tidak bisa pakai surat lagi, harus pakai sertifikat di setiap kegiatan.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,176,kesini penginputan ribet utama penginputan organisasi pakai surat pakai sertifikat giat
682,Selamat siang..  untuk bagian TAK kenapa tidak tepat jadwal ya. Saya sudsh menunggu 1 jam mssih istirahat. Tolong dibenahi,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,122,jadwal ya sudsh tunggu jam mssih istirahat benah
683,Tidak ada keluhan hanya masukan untuk tidak ada batas waktu sertifikat dalam input TAK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,86,keluh masuk batas sertifikat input
684,proses TAK yang lambat. moho utnuk tidak perlu untuk ke BK ulang karena sudah disetor lewat igracias,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,100,proses lambat moho utnuk bk ulang setor igracias
685,"Saya pernah input TAK, tapi sudah beberapa hari tiba-tiba hilang, tidak ada di daftar TAK proses maupun di TAK usang. Itu bagaimana ya? Terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,147,input tibatiba hilang daftar proses usang ya
686,"Assalamualaikum wr wb
Saya ingin memberikan masukan agar lebih detail dalam pemberian informasi mengenai kategori / jenis kegiatan dan keterangan yg harus digunakan dalam penginputan data di igracias .agar tidak perlu direvisi saat pengajuan TAK Offline
Terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,265,masuk detail informasi kena kategori jenis giat terang penginputan data igracias revisi aju offline
687,"sistemnya agar sipermudah lagi, misal TAK dari UKM yg harusnya itu otomatis tersambung ke UKM jdi mahasiswa tidak perlu input lagi sendiri",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,138,sistem sipermudah ukm otomatis sambung ukm jdi mahasiswa input
688,"Selamat malam, alangkah baiknya jika ada kegiatann-kegiatan mahasiswa untuk mendapatkan TAK yang lebih banyak lagi ",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,115,alangkah kegiatannkegiatan mahasiswa
689,"Untuk proses TAK sepertinya ada beberapa hal yg perlu dikaji ulang, salah satu contohnya jumlah point yg diperoleh bisa berbeda padahal dengan sertifikat yang sama. Hal ini tentu menguntungkan buat teman saya yg mendapatkan point lebih tinggi meskipun cuma beda 2 point saja.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,275,proses kaji ulang salah contoh point beda sertifikat untung teman point beda point
690,Seharusnya jika mau input TAK hanya perlu dilakukan satu kali proses. Sehingga tidak membuat mahasiswa jadi ribet. Apalagi jika sertifikat masih dalam bentuk softfile.  ,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,170,input laku kali proses mahasiswa ribet sertifikat bentuk softfile
691,Assalammualaimum wr wb. Saya mengalami kendala di saat saya input TAK. Karena pelayanan kurang ramah kepada mahasiswa dan belum ada informasi yang jelas mengenai prosedur input TAK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,180,assalammualaimum alami kendala input layan ramah mahasiswa informasi kena prosedur input
692,"Keluhannya dalam menginput TAK, kami masih suka bingung terkait pilihan kategori kegiatan yang harus dimasukkan sehingga sering kami membuat kesalahan saat akan memproses poin TAK dan membuat proses menjadi lebih lama. Saran untuk pihak terkait agar membuat informasi berupa media cetak atau online terkait kategori kegiatan dalam menginput TAK sehingga proses peng-inputan dan verifikasi TAK lebuh cepat. Dan kuota verifikasi sertifikat yang hanya 5 sertifikat/orang,saya harap maksimal verifikasi bisa mencapai setidaknya 10/orang.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,533,keluh menginput suka bingung kait pilih kategori giat masuk salah proses poin proses saran kait informasi upa media cetak online kait kategori giat menginput proses penginputan verifikasi lebuh cepat kuota verifikasi sertifikat sertifikatorangsaya harap maksimal verifikasi capai orang
693,Kurang efektif nya cara penginputan TAK manual yang menyebabkan antrian panjang dan memakan banyak waktu ,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,105,efektif nya penginputan manual antri makan
694,untuk badan pengelola TAK di telkom university saya tidak ada keluhan karena lancar lancar saja ketika saya mengurusnya. mungkin masukannya lebih dipermudah dalam pengurusannya dan tidak dibuat ribet kepada mahasiswa. ,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,218,badan kelola telkom university keluh lancar lancar urus masuk mudah urus ribet mahasiswa
695,"Sistem input TAK terlalu ribet dengan harus 2x penginputan. Harusnya penginputan TAK dengan 1x input saja,misal dengan igracias,tidak perly harus input lagi ke BK",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,162,sistem input ribet x penginputan penginputan x input sajamisal igraciastidak perly input bk
696,"Sebaiknya segala bentuk kegiatan pelayanan di kemahasiswaan menggunakan sistem antrean seperti di bank, untuk memudahkan mahasiswa memantau antrean dan juga memudahkan pekerja ",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,176,bentuk giat layan mahasiswa sistem antre bank mudah mahasiswa pantau antre mudah kerja
697,"banyak kepanitiaan yg saya ikuti tapi sulit mendapatkan izin tak padahal ikut berkontribusi untk telkom, untuk konfirmasi tak ngantrinya juga terlalu panjang di bk jd terlihat kurang efektif. Dan sekarang untuk yg online saya masih bingung gimana cara input dan konfirmasinya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,275,panitia sulit izin kontribusi untk telkom konfirmasi antri bk jd lihat efektif online bingung gimana input konfirmasi
698,"Kalau bisa Badan Pengelola TAK bagiannya di pisah2in ya. Apalagi kalau mau legalisir TAK untuk maju sidang, orangnya yg melayani cuman 2 pdhal yg ingin legalisir banyak ",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,169,badan kelola pisahin ya legalisir maju sidang orang layan cuman legalisir
699,"Selamat Sore Bpk/Ibu , saya mau tanya. kenapa point TAK saya turun ya? sebelumnya saya sudah memiliki TAK sekitar 85 point, tapi kenapa pas saya cek lagi turun jauh menjadi 24 point. tolong penjelasannya. terimakasih pak/bu",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,223,bpkibu point turun ya milik point pas cek turun point pakbu
700,kenapa tiap saya input TAK selalu gagal? bahkan masuk ke TAK usang,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,66,input gagal masuk usang
701,"selamat siang, mohon maaf di igracias bagian TAK ada TAK saya ada yang usang, saya bertanya. mengapa TAK saya usang, sedangkan saya sudah menginputnya dengan benar??",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,165,igracias usang usang menginputnya
702,apakah mengambil sertifikat pkkmb itu wajib?? saya lupa untuk menyetornya untuk TAK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,83,ambil sertifikat pkkmb wajib lupa setor
703,"saya mau bertanya, kemaren saya melakukan input TAK semua, bahkan semua kegiatan mahasiswa sudah diinputkan semua. tetapi ada yang hilang dan masuk pada TAK usang. itu mksdnya gimana ya?? saya sudah bertanya, tapi dicuekin",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,222,kemaren laku input giat mahasiswa diinputkan hilang masuk usang maksud gimana ya dicuekin
704,"masukan untuk proses pengimputan TAK mohon untuk lebih effisien, karna masih banyak TAK yang bermasalah ketika penginputan",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,122,masuk proses kimput effisien karna penginputan
705,"saya kemaren sudah input TAK semua, dan saya minta untuk di print hasil TAK saya semua. tetapi masih ada yang tidak masuk dalam jumlah TAK semua. itu kenapa ya??",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,161,kemaren input print hasil masuk ya
706,"kemaren TAK saya ada hampir 89 tetapi ko setelah beberapa hari kedepan saya cek TAK saya menguranng. mohon untuk dibenerkan, karena saya mau sidang",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,147,kemaren ko cek menguranng dibenerkan sidang
707,"mohon untuk yang antri TAK, untuk tetap taat aturan. jangan rusuh, karena semuanya juga butuh.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,94,antri taat atur rusuh butuh
708,"mohon perbanyak admin yang mengurus TAK, karna ketika saya kesana. saya bisa nunggu hampir 2jam. dan saya telat masuk kelas",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,123,admin urus karna kesana nunggu jam telat masuk kelas
709,"tidak ada keluhan kepada sistem, karena saya kemaren melakukan proses input TAK sangat lancar. tetapi pengurusnya sangat tidak mencerminkan pengurus yang ramah dan sangat judes",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,176,keluh sistem kemaren laku proses input lancar urus cermin urus ramah judes
710,"Permasalahan yaitu lamanya di proses dalam acc TAK. jadi akan susah, apalagi disituasi yg skng tidak bisa tatap muka langsung. sarannya agar cepat diurus krna mahasiswa sangat butuh untuk persyaratan sidang ataupun pengambilan ijasah nantinya. mohon untuk diatur ulang tentang sistem TAK tersebut. karena mahasiswa sangat membutuhkannya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,336,proses acc susah situasi skng tatap muka langsung saran cepat urus krna mahasiswa butuh syarat sidang ambil ijasah atur ulang sistem mahasiswa butuh
711,"mohon untuk mempermudah sistem penginputan TAK, karena TAK ini sangat wajib bagi mahasiswa untuk sarat sidang dan pengambilan ijasah",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,132,mudah sistem penginputan wajib mahasiswa sarat sidang ambil ijasah
712,"saya mau komplain terkait TAK, kemaren saya menginput TAK nasional. tetapi pas dicek ke pengurus TAK diliat, bahwa TAK tersebut bukan nasional. sedangkan saya sudah mengkonfirmasi dan melihatkan bukti bahwa TAK itu nasional terimakasih.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,236,komplain kait kemaren menginput nasional pas cek urus liat nasional konfirmasi lihat bukti nasional
713,"banyak kepanitiaan yg saya ikuti tapi sulit mendapatkan izin tak padahal ikut berkontribusi untk telkom, untuk konfirmasi tak ngantrinya juga terlalu panjang di bk jd terlihat kurang efektif. Dan sekarang untuk yg online saya masih bingung gimana cara input dan konfirmasinya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,275,panitia sulit izin kontribusi untk telkom konfirmasi antri bk jd lihat efektif online bingung gimana input konfirmasi
714,"saya sudah banyak input TAK, tetapi masuk TAK usang semua. itu kenapa ya??",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,74,input masuk usang ya
715,"apakah ada kebijakan terhadap TAK kemaren saya input, teruskan sekarang ada wabah covid19 yang tidak bisa membuat saya pergi ke kampus. apakah tidak perlu setor TAK atau bagaimana? terimaksih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,191,bijak hadap kemaren input wabah covid pergi kampus setor terimaksih
716,mohon untuk TAK perharinya jangan 5 sekali dateng. tetapi 10 biar lebih effisien menurut saya,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,93,dateng biar effisien
717,banyak TAK saya yang usang padahal kemaren saya sudah menyetornya ke pengurus TAK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,81,usang kemaren setor urus
718,apakah sertifikat dari luar bisa dipakai untuk setor TAK?,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,57,sertifikat pakai setor
719,Tidak bisa input TAK selalu gagal,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,33,input gagal
720,"assalamualaikum pak/bu, saya ingin menanyakan tentang TAK. Kenapa TAK yang saya sudah inputkan ko tidak terdftar di igracias ya?? sedangkan saya kemaren sudah menyetornya ke bagian TAK. Mohon penejelasannya pak/bu.
Terimakasih, Wassalamualaikum ;",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,246,pakbu inputkan ko terdftar igracias ya kemaren setor penejelasannya pakbu
721,"Aslmkm wr wb
Dengan ini saya ingin menanyakan untuk pengambilan sertifikat PKKMB angkatan 2016 kepada siapa saya harus untuk mengambilnya ? karena saya butuh untuk stor TAK
Wass wr wb",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,183,aslmkm ambil sertifikat pkkmb angkat ambil butuh stor wass
722,kenapa tiap saya input TAK tidak selalu diproses? dan selalu masuk ke TAK usang. padahal TAK saya tidak bermasalah,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,114,input proses masuk usang
723,kenapa tiap saya input TAK tidak selalu diproses? adakah kesalahan saat melakukan penginputan TAK,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,97,input proses salah laku penginputan
724,kenapa tiap saya input TAK tidak selalu diproses. mohon penjelasannya. karena kemaren saya sudah banyak input TAK yang nasional semua untuk kebutuhan sidang,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,156,input proses kemaren input nasional butuh sidang
725,"saya bingung, saya tidak bisa input TAK karena selalu masuk ke TAK usang. mohon untuk penjelasannya?? ",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,102,bingung input masuk usang
726,"Assalamuallaikum, Selamat sore. Saya mau bertanya mengenai cara menginput TAK melalui Igracias, karena saya sudah mencoba menginput namun tidak bisa di submit dan tidak masuk kedalam TAK proses dalam igracias. Terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,221,assalamuallaikum kena menginput igracias coba menginput submit masuk proses igracias
727,kemaren saya ingin menanyakan tentang mengubah deskripsi TAK agar bisa diinput di SKPI. itu bagaimana ya???,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,107,kemaren ubah deskripsi diinput skpi ya
728,"saya tidak bisa mengubah info TAK, padahal saya butuh untuk mengubah status SKPI saya. bagaimana solusinya??",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,108,ubah info butuh ubah status skpi solusi
729,"kemaren saya sudah input TAK ulang, tetapi TAK saya pending dan tidak masuk daftar. tolong reset ulang SKPInya agar saya bisa iput ulang terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,148,kemaren input ulang pending masuk daftar reset ulang skpinya iput ulang
730,"saya mau bertanya, kemaren saya melakukan input TAK dan sudah diproses, tapi beberapa hari kedepan TAKnya usang. bagaimana ya??",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,127,kemaren laku input proses usang ya
731,saya alumni apakah bisa mengecek TAK sebelumnya??,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,49,alumni ecek
732,format penginputan TAK mohon untuk dipermudah karena masih ada mahasiswa yang kebingungan,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,89,format penginputan mudah mahasiswa bingung
733,"TAK saya usang terus, padahal saya sudah menginputnya dengan benar, mohon solusinya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,83,usang menginputnya solusi
734,mohon penjelasan tentang TAK saya yang usang terus. itu kenapa ya??,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,67,usang ya
735,"TAK sayang kemaren bermasalah, mohon untuk penjelasan lebih rinci. kenapa TAK saya bermasalah",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,93,sayang kemaren rinci
736,"saya dipercaya kemaren sebagai wakil ketua ukm bulutangkis, kemaren anggota divisi saya mengajukan TAK untuk kegiatan acara ukm bulutangkis. Tetapi TAK tersebut tidak bisa diproses. Mohon solusi hal tersebut.",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,208,percaya kemaren wakil ketua ukm bulutangkis kemaren anggota divisi aju giat acara ukm bulutangkis proses solusi
737,untuk mengurus TAK kegiatan mahasiswa atau acara bagaimana ya?,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,62,urus giat mahasiswa acara ya
738,"untuk sementara proses TAK aman2 saja, akan tetapi saya kecewa atas pelayanan yg diberikan terhadap pengurus TAK tersebut, seolah2 tidak percaya bahwa itu sertifikat saya",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,170,proses aman kecewa layan hadap urus olah percaya sertifikat
739,"untuk sementara proses TAK aman2 saja, akan tetapi saya kecewa atas pelayan pengurus karena sangat judes dan jutek, seperti tidak mau melayani",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,142,proses aman kecewa layan urus judes jutek layan
740,"mohon untuk antrian untuk mengurus TAK, segera kondusifkan karena kemaren saya liat masih banyak yang tidak kondusif serta tidak mau mengantri",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,142,antri urus kondusif kemaren liat kondusif antri
741,"kemaren saya mau input TAK, tetapi saya bingung TAK tersebut masuk dalam kategori apa. mohon untuk dipermudah untuk cara penginputan TAK tersebut",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,145,kemaren input bingung masuk kategori mudah penginputan
742,saya mahasiswa jurusan teknik telekomunikasi. saya bermasalah diTAK. ketika saya mau mengajukan untuk sidang tetapi TAK saya yg kemaren diinput ternyata hilang dan dan mengurangi batas TAK yang minimalnya 65. mohon untuk membetulkan sistemnya. terimakasih,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,255,mahasiswa jurus teknik telekomunikasi aju sidang kemaren diinput nyata hilang batas minimal sistem
743,"saya mahasiswa jurusan teknik komputer saya mau sidang, tetapi TAK saya belom terurus karena wabah corona ini. gimana ya solusinya?",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,131,mahasiswa jurus teknik komputer sidang bom urus wabah corona gimana ya solusi
744,"bagaimana solusi tentang terjadinya wabah ini, sedangkan TAK saya belom terurus. mohon untuk kejelasannya, terimakasih",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,118,solusi wabah bom urus
745,assalamualaikum bpk/ibu. saya mau complaint pak/bu. kenapa TAK saya berubah tanpa sepengetahuan saya ya. awalnya saya sudah memiliki TAK 86point . tapi sekarang berubah menjadi 24point saja :( itu kenapa ya pak/bu? mohon penjelasan dan solusinya agar segera ditangani. terimakasih,PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,280,bpkibu complaint pakbu ubah ya milik point ubah point ya pakbu solusi tangan
746,"Masukan : senyum dikit napa pak, bu kalo lagi ada mahasiswa yg mau input TAK atau bikin daftar TAK",PENGELOLAAN KEGIATAN DAN KESEJAHTERAAN MAHASISWA,1,98,masuk senyum dikit kalo mahasiswa input bikin daftar
